Informe o tempo medio entre clientes (s): Informe o tempo a ser simulado (s): 0, -NAN
970, -0.00005510669155261994
980, -0.00008201653031836287
990, -0.00012173547447824618
1000, -0.00012015368414530769
1010, -0.00010719382926893672
1020, -0.00010267897034532680
1030, -0.00013161880905432355
1040, -0.00013050351466725729
1050, -0.00011590871667754854
1060, -0.00009114297267531768
1070, -0.00010756749343787675
1080, -0.00005381762822187497
1090, 0.00002887950494745439
1100, 0.00001345834175747740
1110, -0.00000004930103791878
1120, -0.00000564492970500652
1130, -0.00000590099043096259
1140, -0.00000776903015786701
1150, -0.00002519989902616260
1160, -0.00006173811887366654
1170, -0.00009835910304811790
1180, -0.00012283347636898867
1190, -0.00010447013972347818
1200, -0.00010742657169338088
1210, -0.00007059423379107699
1220, -0.00008970823782084025
1230, -0.00004121887403041313
1240, -0.00002974135236000208
1250, -0.00006682751819031552
1260, -0.00004143903189968157
1270, 0.00002018409807735821
1280, 0.00003139033733035035
1290, 0.00001495875429213811
1300, 0.00001780274277685123
1310, 0.00001237815896626415
1320, 0.00005835323446090612
1330, 0.00007220159503118495
1340, 0.00012161042528147092
1350, 0.00010277559356675070
1360, 0.00009348837315670266
1370, 0.00015331883328606466
1380, 0.00017709995434378456
1390, 0.00018940178234716498
1400, 0.00013630218540150452
1410, 0.00013060151237365147
1420, 0.00007388885954684454
1430, 0.00009508605887598165
1440, 0.00004285544829052412
1450, 0.00002286747345747742
1460, 0.00005466530783726498
1470, 0.00009025329951395378
1480, 0.00010226493700216110
1490, 0.00008675020706983005
1500, 0.00004120771349347407
1510, -0.00000488883681981633
1520, -0.00002900218009571631
1530, -0.00008328916262234642
1540, -0.00000136288777508042
1550, 0.00000074600460786556
1560, -0.00011148602893662485
1570, -0.00027155337282946945
1580, -0.00032663003645394539
1590, -0.00031335449715452768
1600, -0.00032340843207734338
1610, -0.00030155490889383074
1620, -0.00025147167576067275
1630, -0.00025744721253673220
1640, -0.00023003299691470858
1650, -0.00031283191444142489
1660, -0.00030096121683254040
1670, -0.00033138852867864443
1680, -0.00023910868459608992
1690, -0.00021837455922213422
1700, -0.00025720012487884247
1710, -0.00022007722522676687
1720, -0.00020612792024099491
1730, -0.00012955068369535638
1740, -0.00021727440205232540
1750, -0.00017544695399518417
1760, -0.00011050782030164186
1770, -0.00009988837726204736
1780, -0.00019443613780190105
1790, -0.00022075450423919563
1800, -0.00021291134210255080
1810, -0.00016605342713571503
1820, -0.00020247479902479881
1830, -0.00015896373916124418
1840, -0.00023846793276138811
1850, -0.00017101118397278015
1860, -0.00018988012062415294
1870, -0.00014520697124975612
1880, -0.00021656187994434362
1890, -0.00027871363705411767
1900, -0.00029228153195770545
1910, -0.00030581226291381824
1920, -0.00027463337479183281
1930, -0.00050213375554619688
1940, -0.00045936445894412259
1950, -0.00058014415085150262
1960, -0.00058748022462840055
1970, -0.00057286580207538407
1980, -0.00059236880598856345
1990, -0.00066819934729789310
2000, -0.00069898307922322545
2010, -0.00060457826471971288
2020, -0.00064345634932472251
2030, -0.00064865021344395757
2040, -0.00058935622140321442
2050, -0.00055045163811939801
2060, -0.00059360215458337251
2070, -0.00053893810611249648
2080, -0.00047543288354834345
2090, -0.00030440828568334410
2100, -0.00026638498923770015
2110, -0.00028518502650065614
2120, -0.00033712812555108940
2130, -0.00061114602000955642
2140, -0.00083482249932309571
2150, -0.00083030880791135075
2160, -0.00039799590322164846
2170, -0.00036775238349751049
2180, -0.00049019884507472966
2190, -0.00048110931726164097
2200, -0.00043991754027317143
2210, -0.00047382380119298517
2220, -0.00051959175007265657
2230, -0.00056436588974317914
2240, -0.00054657287623882667
2250, -0.00052475084096759161
2260, -0.00064215733442729572
2270, -0.00069150774929838121
2280, -0.00075403164695142522
2290, -0.00075421031759503876
2300, -0.00071321758296249982
2310, -0.00070891956873353479
2320, -0.00071804237816763816
2330, -0.00083614664706743724
2340, -0.00095332900042421898
2350, -0.00099591340066762513
2360, -0.00098984210917940629
2370, -0.00090795124170650610
2380, -0.00091424766905223720
2390, -0.00066065361583422799
2400, -0.00064629583009256919
2410, -0.00075787702221763453
2420, -0.00071065986022311733
2430, -0.00095828164664002458
2440, -0.00097455973528948192
2450, -0.00096093077023873263
2460, -0.00099756314532939427
2470, -0.00097746180602342747
2480, -0.00083419117700689327
2490, -0.00083318362532924795
2500, -0.00078463741939671650
2510, -0.00086703508122543127
2520, -0.00094114391657118546
2530, -0.00092642974768430975
2540, -0.00096588641887418447
2550, -0.00099307665880843388
2560, -0.00100166469403450975
2570, -0.00089708799234067271
2580, -0.00099588007198825323
2590, -0.00106750361797836035
2600, -0.00106249372013067500
2610, -0.00108193827284086552
2620, -0.00103039482987465902
2630, -0.00117688139403426817
2640, -0.00120394973022275309
2650, -0.00120828433761843712
2660, -0.00114039368636653649
2670, -0.00116415577918882462
2680, -0.00121645216638999187
2690, -0.00108065047113026225
2700, -0.00119131176906694947
2710, -0.00122344703085808248
2720, -0.00101537364535619901
2730, -0.00100096562075613349
2740, -0.00102638270008537091
2750, -0.00101776361091232559
2760, -0.00120201856075308200
2770, -0.00121175378116600285
2780, -0.00118134364095023869
2790, -0.00120368833812189990
2800, -0.00117918465385802307
2810, -0.00124076804338013602
2820, -0.00125588162254697266
2830, -0.00116908744345067817
2840, -0.00128823810195033417
2850, -0.00141082439418571681
2860, -0.00137472676780436842
2870, -0.00128808002695279811
2880, -0.00148493774844116189
2890, -0.00085051909369848744
2900, -0.00108475881030223320
2910, -0.00102536281749365799
2920, -0.00123666007372591480
2930, -0.00104611820759981100
2940, -0.00086759412841441730
2950, -0.00082552330442808852
2960, -0.00094531008678355732
2970, -0.00093159799737030369
2980, -0.00095950196564587031
2990, -0.00086587062278287164
3000, -0.00096613647394949709
3010, -0.00107565961870381699
3020, -0.00117024221394768091
3030, -0.00123152716521879313
3040, -0.00109479628222430847
3050, -0.00102988479313470549
3060, -0.00084842667734186250
3070, -0.00080166946193127586
3080, -0.00062722191741837463
3090, -0.00056776376121359107
3100, -0.00068005465651577168
3110, -0.00049851535850908846
3120, -0.00058062817546922219
3130, -0.00057887236284948074
3140, -0.00058203680218493759
3150, -0.00049033413255816782
3160, -0.00059631306310592436
3170, -0.00043955032102349634
3180, -0.00045592449729259243
3190, -0.00062222378915599563
3200, -0.00058559947949543556
3210, -0.00062755591442176240
3220, -0.00054124999762894532
3230, -0.00082631228618623709
3240, -0.00068512308159807134
3250, -0.00063110471820948533
3260, -0.00081466980042410597
3270, -0.00060396334034251709
3280, -0.00078728048075848989
3290, -0.00082702327841932544
3300, -0.00073650330012586807
3310, -0.00065312550882179465
3320, -0.00075424126469414432
3330, -0.00080169871688617889
3340, -0.00092659797548666489
3350, -0.00092323023829088413
3360, -0.00102880840602814772
3370, -0.00116996632313970395
3380, -0.00124028942646425833
3390, -0.00139312528310497896
3400, -0.00134524243784284181
3410, -0.00147187733312037494
3420, -0.00136321415372631094
3430, -0.00136367824110816827
3440, -0.00154013346072456869
3450, -0.00161354920936673807
3460, -0.00173836281860495490
3470, -0.00160394836614763392
3480, -0.00148450460410654017
3490, -0.00163299159533192295
3500, -0.00147305632523142549
3510, -0.00112121999588854493
3520, -0.00116668724990898198
3530, -0.00119477537287071556
3540, -0.00119116198797009076
3550, -0.00129901429278156400
3560, -0.00115521552925912374
3570, -0.00123919762494395513
3580, -0.00129125999007584369
3590, -0.00108526839520717289
3600, -0.00101894561709325870
3610, -0.00089513547226349743
3620, -0.00059265076686898510
3630, -0.00061683406564672083
3640, -0.00080223194823147992
3650, -0.00092200436861133994
3660, -0.00101011621608382285
3670, -0.00106349713251230327
3680, -0.00093162661700141314
3690, -0.00097432543437125929
3700, -0.00062366412326131382
3710, -0.00070918719124257734
3720, -0.00062791689090424541
3730, -0.00048786876599393736
3740, -0.00044424985046909171
3750, -0.00052924981079449651
3760, -0.00055157794768589952
3770, -0.00058316385901591161
3780, -0.00070517068846687181
3790, -0.00078278787858110377
3800, -0.00086273559422966883
3810, -0.00082325669352556474
3820, -0.00062124761143245166
3830, -0.00053987187388582214
3840, -0.00064355129985660398
3850, -0.00078477941191135159
3860, -0.00075223482602293501
3870, -0.00080840198146958642
3880, -0.00096356162723054695
3890, -0.00114405954108409702
3900, -0.00105709760701611089
3910, -0.00100283396831812865
3920, -0.00101756307855360717
3930, -0.00087804072728392413
3940, -0.00075058942565764397
3950, -0.00078975984031792734
3960, -0.00092731521263633709
3970, -0.00057263016176634096
3980, -0.00056929999364641048
3990, -0.00068571816790718998
4000, -0.00067131163523814763
4010, -0.00080573981500098313
4020, -0.00089461051294748017
4030, -0.00073379656984950969
4040, -0.00087041686815236829
4050, -0.00083994964682698736
4060, -0.00087440026337493038
4070, -0.00103887887349163321
4080, -0.00139464527065324972
4090, -0.00147259439122482405
4100, -0.00147390796821778025
4110, -0.00163865048474409747
4120, -0.00195874885263336296
4130, -0.00188557277823342417
4140, -0.00188605984487733025
4150, -0.00176734355990060266
4160, -0.00164955828700286133
4170, -0.00159616695691600086
4180, -0.00167523765361998755
4190, -0.00202462103158662643
4200, -0.00200156230928438816
4210, -0.00205861331942447379
4220, -0.00204254261502345713
4230, -0.00208447829746205571
4240, -0.00217084539622014461
4250, -0.00244474812351747062
4260, -0.00294012112347452614
4270, -0.00294099164947336789
4280, -0.00283180574416341813
4290, -0.00303142076597673338
4300, -0.00304450248739573937
4310, -0.00319400593288943213
4320, -0.00299050213210971805
4330, -0.00285657510925751978
4340, -0.00295303169143945610
4350, -0.00301100751068528183
4360, -0.00300064012139156233
4370, -0.00313759544148339842
4380, -0.00346062321377083038
4390, -0.00312310972159401956
4400, -0.00281107593978902059
4410, -0.00281026196667255590
4420, -0.00284891231080663943
4430, -0.00281067754855435226
4440, -0.00292683734044452137
4450, -0.00292630611031352572
4460, -0.00282963777667788463
4470, -0.00287644369770134745
4480, -0.00310268351450648794
4490, -0.00307062155066262221
4500, -0.00307952667731292706
4510, -0.00309787559035168414
4520, -0.00303944862794747195
4530, -0.00297821260135044952
4540, -0.00291876495550003057
4550, -0.00300226797264091516
4560, -0.00271106292296519058
4570, -0.00306927474663343247
4580, -0.00325658135195716625
4590, -0.00318572548090934049
4600, -0.00330053639278027333
4610, -0.00330804682471175227
4620, -0.00336493922217684371
4630, -0.00366050231848280561
4640, -0.00349708344577503993
4650, -0.00311225308757556718
4660, -0.00295709540472000043
4670, -0.00283744803774599319
4680, -0.00270825073220848367
4690, -0.00262918042121107476
4700, -0.00276709245984818608
4710, -0.00307268581021613585
4720, -0.00298789685371936287
4730, -0.00333832824008606366
4740, -0.00346380693104730852
4750, -0.00358236978396409000
4760, -0.00364280084495494094
4770, -0.00361364564084087903
4780, -0.00367838788421437357
4790, -0.00359941102988425854
4800, -0.00366355909809268354
4810, -0.00428295008073664718
4820, -0.00424789925518265221
4830, -0.00404649037396698219
4840, -0.00404472316342907590
4850, -0.00398983412220754730
4860, -0.00379580578643068378
4870, -0.00364565462434995879
4880, -0.00399973355146343579
4890, -0.00374732157664681154
4900, -0.00374481161697204357
4910, -0.00373733468353343312
4920, -0.00373292752558818108
4930, -0.00373318982608683569
4940, -0.00373759711599586097
4950, -0.00378148511128095777
4960, -0.00362982054163296652
4970, -0.00370997782012683075
4980, -0.00330790360759891655
4990, -0.00352577549221422260
5000, -0.00368319151387375143
5010, -0.00378398455657968924
5020, -0.00371404754482274058
5030, -0.00365679903667981421
5040, -0.00366912503594818418
5050, -0.00376090953020913332
5060, -0.00383753218806148766
5070, -0.00389763689056366047
5080, -0.00375385193856558885
5090, -0.00380115429917537995
5100, -0.00368477014947998782
5110, -0.00363596119047393529
5120, -0.00367842628184611442
5130, -0.00381338245527818032
5140, -0.00386764872746159227
5150, -0.00406209025337211926
5160, -0.00419308619526681525
5170, -0.00441681667563376124
5180, -0.00430835876392610118
5190, -0.00435765968004631077
5200, -0.00444635572498519593
5210, -0.00469380007582298475
5220, -0.00440776279550192385
5230, -0.00435772016245117300
5240, -0.00428588031629129063
5250, -0.00406394757176009591
5260, -0.00406497651160986351
5270, -0.00412032272548579215
5280, -0.00397760347883835408
5290, -0.00404361991983481772
5300, -0.00413130641459602543
5310, -0.00406877215691991978
5320, -0.00401903207021980791
5330, -0.00385422717515560009
5340, -0.00394040822285557368
5350, -0.00406568900086590190
5360, -0.00416435603015674616
5370, -0.00407008047727330791
5380, -0.00406319112207054189
5390, -0.00410648261100909906
5400, -0.00425381029889848605
5410, -0.00421218720921778811
5420, -0.00424693128312547685
5430, -0.00428281752766945800
5440, -0.00430348906426480937
5450, -0.00412762468434912932
5460, -0.00399547322872972899
5470, -0.00396504362556004963
5480, -0.00422782056066495215
5490, -0.00436178502289052972
5500, -0.00413788387489866238
5510, -0.00417629563737520471
5520, -0.00435562013869716935
5530, -0.00422886648430509382
5540, -0.00443136841971369932
5550, -0.00424732869479793607
5560, -0.00405242372795822092
5570, -0.00390269889591099428
5580, -0.00389806494507194401
5590, -0.00324906871224772686
5600, -0.00321740671577686044
5610, -0.00312238414735421799
5620, -0.00302593377825033372
5630, -0.00307182968465902206
5640, -0.00310480000778845522
5650, -0.00310704771537562152
5660, -0.00267843922492705389
5670, -0.00202680754352346781
5680, -0.00199066687264082276
5690, -0.00157725908574235518
5700, -0.00169336300413736041
5710, -0.00130119850182719432
5720, -0.00181033927258145155
5730, -0.00213704719883178740
5740, -0.00188602294690554118
5750, -0.00155646269973441775
5760, -0.00117369330731342814
5770, -0.00100742289007627051
5780, -0.00159788788045567287
5790, -0.00180256939535095029
5800, -0.00198116568197104215
5810, -0.00178364085372528791
5820, -0.00210835403787434927
5830, -0.00148752553824138545
5840, -0.00135168032066701471
5850, -0.00126720559610493666
5860, -0.00130885719598872186
5870, -0.00140316321887823392
5880, -0.00149039173718978901
5890, -0.00154950169310019703
5900, -0.00148393403954383274
5910, -0.00157410533189761281
5920, -0.00164105659874547172
5930, -0.00141920310449794584
5940, -0.00124307896428099696
5950, -0.00112125547449526408
5960, -0.00092173657012928345
5970, -0.00081664170343831444
5980, -0.00098966999530070154
5990, -0.00073458556604144576
6000, -0.00082027673015705460
6010, -0.00106520675877241899
6020, -0.00113075418093178115
6030, -0.00102778989363816464
6040, -0.00102607082684613715
6050, -0.00114126092135080626
6060, -0.00093460314587900939
6070, -0.00071432990711794986
6080, -0.00000959522488397369
6090, 0.00020105438378337226
6100, 0.00034738096672715102
6110, 0.00040400144298669005
6120, -0.00029425695846097000
6130, -0.00048360880948195017
6140, -0.00057252197400092797
6150, -0.00060740684385418575
6160, -0.00100151298190365168
6170, -0.00105905096302816304
6180, -0.00083413577134550110
6190, -0.00070345955590411791
6200, -0.00087666056379109847
6210, -0.00095987090681060039
6220, -0.00082754434060650084
6230, -0.00102931323002497521
6240, -0.00085548629586806868
6250, -0.00121328132101616859
6260, -0.00089398833489262586
6270, -0.00099610408873029854
6280, -0.00094986819736586625
6290, -0.00107660895052230643
6300, -0.00071980425922468783
6310, -0.00083782515961505766
6320, -0.00137789824791312299
6330, -0.00124774541493266611
6340, -0.00130519177231658290
6350, -0.00124250364779321387
6360, -0.00141013656962485356
6370, -0.00096763228896534770
6380, -0.00083669284834098079
6390, -0.00094473233343173035
6400, -0.00070440416813433160
6410, -0.00088785723566520147
6420, -0.00097605970661440722
6430, -0.00109056853980149526
6440, -0.00099685304414798281
6450, -0.00103232726873603298
6460, -0.00106780920502558274
6470, -0.00112673053984924110
6480, -0.00143409399168348273
6490, -0.00131474378908347234
6500, -0.00171908132573328487
6510, -0.00160277232517103130
6520, -0.00170404794248657510
6530, -0.00162456784303000035
6540, -0.00151424604525196571
6550, -0.00111896360292895736
6560, -0.00153155225338430512
6570, -0.00169094142858750018
6580, -0.00160516163591850614
6590, -0.00174026625170586868
6600, -0.00179223420540441936
6610, -0.00183555096038290344
6620, -0.00132765594537964660
6630, -0.00138323110074356492
6640, -0.00193959073886151856
6650, -0.00184683406386110249
6660, -0.00176561898538274420
6670, -0.00242768538779891685
6680, -0.00222858836667949589
6690, -0.00251444998812200282
6700, -0.00251154905751249657
6710, -0.00249813961301725840
6720, -0.00208504492018501963
6730, -0.00174680673623850424
6740, -0.00162423378414633390
6750, -0.00166896762806167942
6760, -0.00168070540913678457
6770, -0.00138310639490146770
6780, -0.00116310892275617306
6790, -0.00120228313898262940
6800, -0.00131461089259232722
6810, -0.00140824507200587590
6820, -0.00163779239639794127
6830, -0.00144999468324336078
6840, -0.00163748798324014899
6850, -0.00183075464099058394
6860, -0.00195234167658320246
6870, -0.00182071143740003549
6880, -0.00194097769492529437
6890, -0.00194476384236441646
6900, -0.00203526791424746278
6910, -0.00213953200992733628
6920, -0.00186429526719766869
6930, -0.00183272406488566020
6940, -0.00167221921758109460
6950, -0.00183741875637810637
6960, -0.00196617643322838376
6970, -0.00203221455824209585
6980, -0.00180544549655614617
6990, -0.00164341376614363099
7000, -0.00182157273395500141
7010, -0.00177642558964485886
7020, -0.00168708244710291666
7030, -0.00138079163747306666
7040, -0.00157195137441590305
7050, -0.00174099620631995577
7060, -0.00176998599000022239
7070, -0.00148093159868789570
7080, -0.00178501072664083438
7090, -0.00175157006638659851
7100, -0.00178739150677831304
7110, -0.00183079440659206227
7120, -0.00153565314388259821
7130, -0.00164988010834843379
7140, -0.00208781929339441064
7150, -0.00191774435343727845
7160, -0.00216522593147061571
7170, -0.00205283649828835735
7180, -0.00201747191722567720
7190, -0.00200573014634652935
7200, -0.00170194531091993895
7210, -0.00160267755328913353
7220, -0.00176438868511397118
7230, -0.00181067661673317559
7240, -0.00186115049453050574
7250, -0.00192636234310672450
7260, -0.00204357350370898416
7270, -0.00212380234308540139
7280, -0.00229224402125005611
7290, -0.00243171251723595105
7300, -0.00258060212875399486
7310, -0.00252065454547878431
7320, -0.00223936147350123349
7330, -0.00212348148753616073
7340, -0.00240938027396531140
7350, -0.00231786153440438625
7360, -0.00213450879444199160
7370, -0.00191764587987020008
7380, -0.00173317152866303559
7390, -0.00162425216316197663
7400, -0.00181441653255642876
7410, -0.00171943768166205047
7420, -0.00186185664531901551
7430, -0.00183060829520087509
7440, -0.00171043915728752438
7450, -0.00180112974696022832
7460, -0.00183254284383949084
7470, -0.00228633276666823093
7480, -0.00219970340503117257
7490, -0.00163254142931545942
7500, -0.00174298922179794147
7510, -0.00173153109839141450
7520, -0.00176740290384280740
7530, -0.00168018261625135779
7540, -0.00158077313399918040
7550, -0.00175105383611118270
7560, -0.00198238361502234284
7570, -0.00194038208844116156
7580, -0.00230635689332725491
7590, -0.00229693960320886958
7600, -0.00233527425121504706
7610, -0.00227107166624129775
7620, -0.00223741521625697715
7630, -0.00214999241346980341
7640, -0.00231812001474374085
7650, -0.00252809107714835335
7660, -0.00233292365134030177
7670, -0.00198422305962875356
7680, -0.00183444193209325590
7690, -0.00173543057977809667
7700, -0.00160025661054685742
7710, -0.00169832556840532334
7720, -0.00163045037346254418
7730, -0.00154797209715873407
7740, -0.00136075800601709318
7750, -0.00152671641250279322
7760, -0.00165274939037285407
7770, -0.00167821387659650156
7780, -0.00177190117187109308
7790, -0.00181381962720017498
7800, -0.00156159443050807312
7810, -0.00202630243738344262
7820, -0.00218016743288185211
7830, -0.00251738943373958080
7840, -0.00280290467781618702
7850, -0.00261715556846908726
7860, -0.00207341056810506075
7870, -0.00201771953404872306
7880, -0.00213333113569014188
7890, -0.00262923295652495170
7900, -0.00292493422441708617
7910, -0.00258766320482450851
7920, -0.00266073738495897771
7930, -0.00361272665750522748
7940, -0.00345067247149799528
7950, -0.00365842080400557990
7960, -0.00415203209181402855
7970, -0.00450225795420333696
7980, -0.00445243948494855601
7990, -0.00467020086516978239
8000, -0.00490118415787854644
8010, -0.00460448752476683154
8020, -0.00581221061087777713
8030, -0.00568140974002862009
8040, -0.00592416963796971174
8050, -0.00602132202834404495
8060, -0.00506583157741502532
8070, -0.00465537526457726614
8080, -0.00446714261399527857
8090, -0.00428806644361756639
8100, -0.00461229885772151960
8110, -0.00415636061077151453
8120, -0.00417785012526916688
8130, -0.00385067289608720387
8140, -0.00334822918945931747
8150, -0.00303262085087130373
8160, -0.00272423884748373979
8170, -0.00290404214450123987
8180, -0.00342899323359624475
8190, -0.00371645452295954470
8200, -0.00374495318761081109
8210, -0.00404781515041374718
8220, -0.00423970432075293502
8230, -0.00341214748864526740
8240, -0.00340317054678340725
8250, -0.00329719228523916996
8260, -0.00379012378088372515
8270, -0.00414868622939756904
8280, -0.00449004584841716792
8290, -0.00375358316049112517
8300, -0.00415834622019684019
8310, -0.00453062109618418418
8320, -0.00461139296610024729
8330, -0.00416119917325818989
8340, -0.00477964154983911982
8350, -0.00506268557932632035
8360, -0.00509590116372837798
8370, -0.00517612343626616678
8380, -0.00466241951339885219
8390, -0.00453436974958165706
8400, -0.00475958281445265641
8410, -0.00420029179623693238
8420, -0.00435779120250057161
8430, -0.00451992255428468326
8440, -0.00443524824642782534
8450, -0.00449062980328207573
8460, -0.00478941858894454953
8470, -0.00488899348935678546
8480, -0.00503716504657258923
8490, -0.00542993810469649674
8500, -0.00514576125519461414
8510, -0.00537521651584871307
8520, -0.00557429380972251920
8530, -0.00502921985218129919
8540, -0.00482234004662185356
8550, -0.00461948215393004347
8560, -0.00404714311110954128
8570, -0.00401520325846860260
8580, -0.00391571583766392450
8590, -0.00366714568989134904
8600, -0.00373829145129622731
8610, -0.00392565894643581714
8620, -0.00373022247879095659
8630, -0.00331433358876775941
8640, -0.00343595108685601502
8650, -0.00324986950926042795
8660, -0.00351225089664453094
8670, -0.00371314341542650084
8680, -0.00377932740478836848
8690, -0.00340104642540151048
8700, -0.00322608264051549298
8710, -0.00362203208738343108
8720, -0.00359533694716862584
8730, -0.00405157489375174151
8740, -0.00460216970035887130
8750, -0.00479025840872182584
8760, -0.00469583294818676222
8770, -0.00502866697297044141
8780, -0.00558986890797275038
8790, -0.00525390580055162815
8800, -0.00565799951662526723
8810, -0.00610320235892913843
8820, -0.00539684304607845888
8830, -0.00522964449194596170
8840, -0.00517782179256709441
8850, -0.00524925648105600828
8860, -0.00485596688897249606
8870, -0.00480309854882854381
8880, -0.00509105209497473510
8890, -0.00530088389041516450
8900, -0.00551006167818268722
8910, -0.00563320709823411647
8920, -0.00554809157967817157
8930, -0.00544282613848068308
8940, -0.00475728591283441915
8950, -0.00515871002445145166
8960, -0.00565064031587603210
8970, -0.00579805732286953202
8980, -0.00530413131016782557
8990, -0.00574062931628915862
9000, -0.00598493783801856694
9010, -0.00591370755562170558
9020, -0.00594110409207715406
9030, -0.00597300021715607699
9040, -0.00631817056085104412
9050, -0.00554595274673896910
9060, -0.00574886826512432947
9070, -0.00574016610039951303
9080, -0.00548648285585517925
9090, -0.00534485054152966654
9100, -0.00515507968679251860
9110, -0.00507326026306742506
9120, -0.00513935795842446197
9130, -0.00566733738360358785
9140, -0.00548409695822549281
9150, -0.00549496228352808203
9160, -0.00550499644134028188
9170, -0.00552554238280578147
9180, -0.00546056596320187992
9190, -0.00486676756794324206
9200, -0.00525001750952291957
9210, -0.00533355777147104249
9220, -0.00526368806269683631
9230, -0.00539234019886247751
9240, -0.00583319458041131611
9250, -0.00574370628128217930
9260, -0.00598174977930643337
9270, -0.00610094600377664165
9280, -0.00588731664583974634
9290, -0.00532072366622582393
9300, -0.00559016068191375837
9310, -0.00572068073062670379
9320, -0.00607535714576634689
9330, -0.00602258228721108679
9340, -0.00601343293432243797
9350, -0.00573021620846247970
9360, -0.00529215234300739468
9370, -0.00523073803417339889
9380, -0.00498161351737991254
9390, -0.00547979754155569765
9400, -0.00576646510281797475
9410, -0.00539459889211979515
9420, -0.00575105245359175399
9430, -0.00555834114236652965
9440, -0.00595443739844014885
9450, -0.00586863091032086004
9460, -0.00618496849755345579
9470, -0.00595754153023797528
9480, -0.00580215725283661499
9490, -0.00625543211763091023
9500, -0.00654655802715353730
9510, -0.00686735996098253310
9520, -0.00684792663084277109
9530, -0.00727049589237083183
9540, -0.00735191484770680859
9550, -0.00748219220850199207
9560, -0.00722172868390913436
9570, -0.00749920037955842389
9580, -0.00758797197062843765
9590, -0.00688447885110754498
9600, -0.00638618994302220244
9610, -0.00641450728915149426
9620, -0.00627324754480707014
9630, -0.00570213684588871672
9640, -0.00584576481341159138
9650, -0.00579107936718781247
9660, -0.00555253045688175462
9670, -0.00520049902934083264
9680, -0.00502127235487836998
9690, -0.00514632378277024571
9700, -0.00509911540852492351
9710, -0.00489019980196037096
9720, -0.00446209832491550884
9730, -0.00435497094746750690
9740, -0.00415281015429513900
9750, -0.00453763436684173627
9760, -0.00442063816255178210
9770, -0.00414754375832160349
9780, -0.00388841185680988133
9790, -0.00399959255269521918
9800, -0.00403425945339375147
9810, -0.00389444316634701693
9820, -0.00388695987523846043
9830, -0.00388238899669612891
9840, -0.00336328528948026673
9850, -0.00311143603191954554
9860, -0.00308596715143494293
9870, -0.00366950513729857875
9880, -0.00412603586112769705
9890, -0.00375064540051717188
9900, -0.00327602404173266137
9910, -0.00346774894874801731
9920, -0.00339966611019004716
9930, -0.00305585631113114431
9940, -0.00311290904965133564
9950, -0.00279538195470685480
9960, -0.00288134035872289473
9970, -0.00234055994082282837
9980, -0.00238512695610015868
9990, -0.00261336146728385899
10000, -0.00216117987242370191
10010, -0.00234677187895826478
